,YEAR,FACILITY_NAME,FEDERAL_FACILITY,PARENT_COMPANY_NAME,INDUSTRY_SECTOR,ZIP,STATE,CITY,COUNTY,LATITUDE,LONGITUDE,CHEMICAL,UNIT_OF_MEASURE,CARCINOGEN,CAA_CHEMICAL,TOTAL_RELEASES,ON_SITE_RELEASE_TOTAL,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,ON_SITE_RECYCLED_TOTAL,ONE_TIME_RELEASES
0,2015,SAFETY-KLEEN SYSTEMS INC,NO,CLEAN HARBORS INC,Hazardous Waste,28273,NC,CHARLOTTE,MECKLENBURG,35.12617,-80.96417,LEAD COMPOUNDS,Pounds,NO,YES,0.0,0.0,0.0,2853.0,0.0,0.0
1,2015,"YALE SECURITY INC,NORTON DOOR CONTROLS",NO,,Fabricated Metals,28112,NC,MONROE,UNION,34.980791,-80.47859,COPPER,Pounds,NO,NO,0.272,0.25,0.011,12717.0,0.0,0.0
2,2015,PILKINGTON NA,NO,PILKINGTON N.A. INC,Nonmetallic Mineral Product,28352,NC,LAURINBURG,SCOTLAND,34.74942,-79.394945,ETHYLENE,Pounds,NO,NO,797.85,797.85,0.0,0.0,0.0,0.0
3,2015,STURDY CORP,NO,,Transportation Equipment,28401,NC,WILMINGTON,NEW HANOVER,34.21003,-77.94499,LEAD,Pounds,YES,YES,0.0,0.0,0.0,211.1,0.0,0.0
4,2015,MERIDIAN BRICK- SALISBURY PLANT,NO,LSF9 BRICKS US HOLDING LLC & BORAL INDUSTRIES INC,Nonmetallic Mineral Product,28039,NC,EAST SPENCER,ROWAN,35.67901,-80.4425,HYDROGEN FLUORIDE,Pounds,NO,YES,220.0,220.0,0.0,0.0,0.0,0.0
5,2015,CREE INC,NO,CREE INC,Computers and Electronic Products,27703,NC,DURHAM,DURHAM,35.899298,-78.840802,HYDROGEN FLUORIDE,Pounds,NO,YES,6195.0,2389.0,2028.0,0.0,0.0,0.0
6,2015,BLUE RIDGE PAPER PRODUCTS INC (DBA EVERGREEN PACKAGING),NO,EVERGREEN PACKAGING GROUP,Paper,28716,NC,CANTON,HAYWOOD,35.5356,-82.8419,CHLOROMETHANE,Pounds,NO,YES,8633.0,8633.0,0.0,0.0,0.0,0.0
7,2015,PARKER HANNIFIN TECH SEAL DIV,NO,PARKER HANNIFIN CORP,Plastics and Rubber,27893,NC,WILSON,WILSON,35.69035,-77.91035,THIRAM,Pounds,NO,NO,0.7,0.7,0.0,0.0,0.0,0.0
8,2015,DUKE ENERGY PROGRESS LLC - H F LEE ENERGY COMPLEX,NO,DUKE ENERGY CORP,Electric Utilities,27530,NC,GOLDSBORO,WAYNE,35.37991,-78.087688,FORMALDEHYDE,Pounds,YES,YES,6600.0,6600.0,0.0,0.0,0.0,0.0
9,2015,HERITAGE HOME GROUP LLC - LENOIR WOOD,NO,HERITAGE HOME GROUP LLC,Furniture,28645,NC,LENOIR,CALDWELL,35.93395,-81.54222,LEAD COMPOUNDS,Pounds,NO,YES,231.8422,4.4566,227.3856,0.0,0.0,0.0
10,2015,ALTEC INDUSTRIES INC,NO,ALTEC INDUSTRIES INC,Transportation Equipment,28714,NC,BURNSVILLE,YANCEY,35.914386,-82.359677,CHROMIUM,Pounds,YES,YES,278.0,278.0,0.0,11600.0,0.0,0.0
11,2015,ALBERDINGK BOLEY INC,NO,,Chemicals,27407,NC,GREENSBORO,GUILFORD,36.00477,-79.90461,STYRENE,Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
12,2015,GE AVIATION WEST JEFFERSON,NO,GENERAL ELECTRIC CO (GE CO),Transportation Equipment,28694,NC,WEST JEFFERSON,ASHE,36.384531,-81.500174,COBALT,Pounds,YES,YES,5.0,0.0,5.0,26000.0,0.0,0.0
13,2015,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,NO,DUKE ENERGY CORP,Electric Utilities,27343,NC,SEMORA,PERSON,36.4833,-79.0731,DIOXIN AND DIOXIN-LIKE COMPOUNDS,Grams,NO,YES,1.6618,1.6618,0.0,0.0,0.0,0.0
