,YEAR,FACILITY_NAME,FEDERAL_FACILITY,PARENT_COMPANY_NAME,INDUSTRY_SECTOR,ZIP,STATE,CITY,COUNTY,LATITUDE,LONGITUDE,CHEMICAL,UNIT_OF_MEASURE,CARCINOGEN,CAA_CHEMICAL,TOTAL_RELEASES,ON_SITE_RELEASE_TOTAL,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,ON_SITE_RECYCLED_TOTAL,ONE_TIME_RELEASES
0,2002,CAMPBELL OIL & GAS CO,NO,CAMPBELL OIL & GAS CO,Petroleum Bulk Terminals,28328,NC,CLINTON,SAMPSON,35.00735,-78.30882,BENZENE,Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
1,2002,LINDSEY CAMPBELL OIL CO,NO,CAMPBELL OIL & GAS CO,Petroleum Bulk Terminals,28358,NC,LUMBERTON,ROBESON,34.62886,-79.0003,METHYL TERT-BUTYL ETHER,Pounds,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0
2,2002,LINDSEY CAMPBELL OIL CO,NO,CAMPBELL OIL & GAS CO,Petroleum Bulk Terminals,28358,NC,LUMBERTON,ROBESON,34.62886,-79.0003,XYLENE (MIXED ISOMERS),Pounds,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0
3,2002,CLARCOR ENGINE MOBILE SOLUTIONS LLC,NO,CLARCOR INC,Machinery,27889,NC,WASHINGTON,BEAUFORT,35.564133,-77.081916,LEAD,Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
4,2002,TRINITY CONTAINERS LLC PLT 1004,NO,TRINITY INDUSTRIES INC,Fabricated Metals,27801,NC,ROCKY MOUNT,EDGECOMBE,35.92325,-77.79687,MANGANESE COMPOUNDS,Pounds,NO,YES,255.05,255.05,0.0,42097.0,0.0,0.0
5,2002,R J REYNOLDS TOBACCO CO TVILL,NO,REYNOLDS AMERICAN INC,Tobacco,27050,NC,TOBACCOVILLE,FORSYTH,36.2416,-80.3583,DIOXIN AND DIOXIN-LIKE COMPOUNDS,Grams,NO,YES,0.28,0.28,0.0,0.0,0.0,0.0
6,2002,MUELLER SYSTEMS,NO,MUELLER WATER PRODUCTS INC,Machinery,27013,NC,CLEVELAND,ROWAN,35.72314,-80.66635,ZINC COMPOUNDS,Pounds,NO,NO,371.0,0.0,371.0,3172.0,0.0,0.0
7,2002,INGERSOLL RAND,NO,INGERSOLL-RAND CO,Machinery,28387,NC,SOUTHERN PINES,MOORE,35.189722,-79.387049,LEAD,Pounds,YES,YES,4.0,0.0,2.0,143.0,0.0,0.0
8,2002,COOPER-STANDARD AUTOMOTIVE INC,NO,COOPER-STANDARD AUTOMOTIVE INC,Plastics and Rubber,27530,NC,GOLDSBORO,WAYNE,35.41433,-77.98801,TOLUENE,Pounds,NO,YES,14406.0,14406.0,0.0,0.0,0.0,0.0
9,2002,CAMPBELL OIL & GAS CO,NO,CAMPBELL OIL & GAS CO,Petroleum Bulk Terminals,28328,NC,CLINTON,SAMPSON,35.00735,-78.30882,XYLENE (MIXED ISOMERS),Pounds,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0
10,2002,BONSET AMERICA CORP,NO,C I KASEI CO LTD,Plastics and Rubber,27214,NC,BROWNS SUMMIT,GUILFORD,36.16789,-79.73646,DI(2-ETHYLHEXYL) PHTHALATE,Pounds,YES,YES,14931.0,2581.0,12350.0,22814.0,236926.0,0.0
11,2002,DOUGLAS BATTERY MANUFACTURING CO,NO,,Electrical Equipment,27107,NC,WINSTON SALEM,FORSYTH,36.060169,-80.225684,ANTIMONY,Pounds,NO,YES,13.0,10.0,3.0,84691.0,0.0,0.0
12,2002,KIDDE AEROSPACE & DEFENSE,NO,UNITED TECHNOLOGIES CORP,Transportation Equipment,27896,NC,WILSON,WILSON,35.76264,-77.96203,BROMOTRIFLUOROMETHANE,Pounds,NO,NO,7200.0,7200.0,0.0,0.0,42767.0,0.0
13,2002,STANLEY FURNITURE CO,NO,STANLEY FURNITURE CO,Furniture,28771,NC,ROBBINSVILLE,GRAHAM,35.3181,-83.8165,LEAD,Pounds,YES,YES,5.0,5.0,0.0,0.0,0.0,0.0
14,2002,ALEVO MANUFACTURING,NO,ALTRIA GROUP INC,Tobacco,28027,NC,CONCORD,CABARRUS,35.381531,-80.6309,POLYCYCLIC AROMATIC COMPOUNDS,Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
15,2002,LINDSEY CAMPBELL OIL CO,NO,CAMPBELL OIL & GAS CO,Petroleum Bulk Terminals,28358,NC,LUMBERTON,ROBESON,34.62886,-79.0003,BENZENE,Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
16,2002,PET DAIRIES,NO,DEAN FOODS CO,Food,28601,NC,HICKORY,CATAWBA,35.752486,-81.346285,AMMONIA,Pounds,NO,NO,5014.0,5014.0,0.0,0.0,0.0,0.0
17,2002,R J REYNOLDS TOBACCO CO WHITAKER PARK,NO,REYNOLDS AMERICAN INC,Tobacco,27105,NC,WINSTON SALEM,FORSYTH,36.134274,-80.257781,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",Pounds,NO,YES,65872.0,65872.0,0.0,0.0,0.0,0.0
18,2002,R J REYNOLDS TOBACCO CO WHITAKER PARK,NO,REYNOLDS AMERICAN INC,Tobacco,27105,NC,WINSTON SALEM,FORSYTH,36.134274,-80.257781,NICOTINE AND SALTS,Pounds,NO,NO,25435.66,8983.0,16452.66,7263.0,0.0,0.0
19,2002,MURPHY-BROWN LLC WARSAW FEED MILL,NO,MURPHY BROWN LLC,Food,28398,NC,WARSAW,DUPLIN,34.99499,-78.14109,"BENZO(G,H,I)PERYLENE",Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
20,2002,WATTS REGULATOR REGTROL,NO,WATTS WATER TECHNOLOGIES,Fabricated Metals,28160,NC,SPINDALE,RUTHERFORD,35.35039,-81.9129,COPPER,Pounds,NO,NO,10.0,0.0,5.0,1055250.0,316558.0,0.0
21,2002,APOLLO CHEMICAL,NO,MOUNT VERNON MILLS INC,Chemicals,27253,NC,GRAHAM,ALAMANCE,36.08338,-79.40608,"1,2,4-TRIMETHYLBENZENE",Pounds,NO,NO,279.0,279.0,0.0,0.0,0.0,0.0
22,2002,BLUE RIDGE METALS CORP,NO,BLUE RIDGE METALS CORP,Primary Metals,28732,NC,FLETCHER,HENDERSON,35.43534,-82.48875,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",Pounds,NO,NO,6134.0,6134.0,0.0,0.0,0.0,0.0
23,2002,HENNIGES AUTOMOTIVE NORTH CAROLINA INC,NO,HENNIGES AUTOMOTIVE INC,Plastics and Rubber,27320,NC,REIDSVILLE,ROCKINGHAM,36.32657,-79.64808,TOLUENE,Pounds,NO,YES,1815.4,1815.4,0.0,0.0,0.0,0.0
